place,type_of_meteorite,mass_g,year,cartodb_id,year_date,longitude,latitude
EET 96075,H5,"11,7",1996,21345,01.01.1996 00:00,"157,16667","-76,18333"
QUE 97624,LL5,"11,7",1997,21346,01.01.1997 00:00,168,-84
QUE 97813,LL5,"11,7",1997,21347,01.01.1997 00:00,168,-84
QUE 99330,LL6,"11,7",1999,21348,01.01.1999 00:00,168,-84
QUE 99362,LL5,"11,7",1999,21349,01.01.1999 00:00,168,-84
QUE 99585,LL5,"11,7",1999,21350,01.01.1999 00:00,168,-84
White Hills,Mesosiderite,"11,7",1999,21351,01.01.1999 00:00,"-114,22333","35,85667"
FRO 01108,H6,"11,7",2001,21352,01.01.2001 00:00,"160,46528","-72,95278"
PCA 02019,Howardite,"11,7",2002,21353,01.01.2002 00:00,"-68,7","-85,63333"
GRV 020128,H5,"11,7",2003,21354,01.01.2003 00:00,"75,26389","-72,98139"
MIB 03003,H3,"11,7",2003,21355,01.01.2003 00:00,"160,24272","-72,67"
GRV 050205,H6,"11,7",2006,21356,01.01.2006 00:00,"75,23722","-72,95361"
SaU 441,LL~3,"11,7",2007,21357,01.01.2007 00:00,"56,68353","20,55088"
Dho 1435,H5,"11,7",2007,21358,01.01.2007 00:00,"54,00363","18,24862"
Shi��r 126,H5,"11,7",2007,21359,01.01.2007 00:00,"53,99342","18,25795"
FRO 09025,H4,"11,7",2009,21360,01.01.2009 00:00,"160,49633","-72,95312"
GRV 051603,H4,"11,69",2006,21361,01.01.2006 00:00,"75,32","-72,93417"
Y-791238,H4/5,"11,68",1979,21362,01.01.1979 00:00,"35,66667","-71,5"
GRV 051719,L6,"11,68",2006,21363,01.01.2006 00:00,"75,32694","-72,77778"
LAP 02243,H5,"11,67",2002,21364,01.01.2002 00:00,-70,"-86,36667"
JaH 689,H5,"11,67",2011,21365,01.01.2011 00:00,"55,46112","19,44323"
A-881198,H6,"11,66",1988,21366,01.01.1988 00:00,26,-72
Y-86088,H4,"11,65",1986,21367,01.01.1986 00:00,"35,66667","-71,5"
DaG 1016,L~6,"11,65",1999,21368,01.01.1999 00:00,"16,08372","27,25253"
Y-74228,H5,"11,63",1974,21369,01.01.1974 00:00,"35,66667","-71,5"
Y-791084,LL6,"11,63",1979,21370,01.01.1979 00:00,"35,66667","-71,5"
Y-793524,H5-6,"11,63",1979,21371,01.01.1979 00:00,"35,66667","-71,5"
A-881705,H4,"11,63",1988,21372,01.01.1988 00:00,26,-72
Y-82080,H4,"11,62",1982,21373,01.01.1982 00:00,"35,66667","-71,5"
A-881953,H4,"11,62",1988,21374,01.01.1988 00:00,26,-72
RaS 400,H6,"11,61",2010,21375,01.01.2010 00:00,"55,67963","20,1919"
Y-792819,H4,"11,6",1979,21376,01.01.1979 00:00,"35,66667","-71,5"
EET 83382,H6,"11,6",1983,21377,01.01.1983 00:00,"157,24083","-76,2975"
ALH 85135,LL6,"11,6",1985,21378,01.01.1985 00:00,"156,40228","-76,84277"
Y-86198,H4,"11,6",1986,21379,01.01.1986 00:00,"35,66667","-71,5"
LEW 87098,H5,"11,6",1987,21380,01.01.1987 00:00,"161,39843","-84,25429"
LEW 88768,H6,"11,6",1988,21381,01.01.1988 00:00,"161,54752","-84,23174"
LEW 88294,H5,"11,6",1988,21382,01.01.1988 00:00,"161,45851","-84,24091"
LEW 88279,L6,"11,6",1988,21383,01.01.1988 00:00,"161,43758","-84,23249"
LEW 88643,H5,"11,6",1988,21384,01.01.1988 00:00,"161,40643","-84,27304"
EET 90686,L6,"11,6",1990,21385,01.01.1990 00:00,"156,447","-76,26955"
EET 90740,L6,"11,6",1990,21386,01.01.1990 00:00,"156,44691","-76,27049"
EET 90963,L6,"11,6",1990,21387,01.01.1990 00:00,"156,44101","-76,26762"
EET 90404,L6,"11,6",1990,21388,01.01.1990 00:00,"156,43356","-76,27089"
EET 90661,L6,"11,6",1990,21389,01.01.1990 00:00,"156,42787","-76,27584"
FRO 90109,H6,"11,6",1991,21390,01.01.1991 00:00,"160,48903","-72,95225"
PCA 91279,H5,"11,6",1991,21391,01.01.1991 00:00,"-68,71352","-85,66916"
QUE 93536,H5,"11,6",1993,21392,01.01.1993 00:00,168,-84
QUE 93537,L5,"11,6",1993,21393,01.01.1993 00:00,168,-84
QUE 93165,LL5,"11,6",1993,21394,01.01.1993 00:00,"162,56832","-84,57589"
QUE 93153,L5,"11,6",1993,21395,01.01.1993 00:00,"162,56671","-84,57581"
GRO 95655,LL6,"11,6",1995,21396,01.01.1995 00:00,175,"-85,66667"
EET 96240,L4,"11,6",1996,21397,01.01.1996 00:00,"157,16667","-76,18333"
QUE 97356,H6,"11,6",1997,21398,01.01.1997 00:00,168,-84
QUE 97700,LL5,"11,6",1997,21399,01.01.1997 00:00,168,-84
QUE 99586,LL5,"11,6",1999,21400,01.01.1999 00:00,168,-84
MET 00925,H5,"11,6",2000,21401,01.01.2000 00:00,"159,75","-79,68333"
MET 001011,LL5,"11,6",2000,21402,01.01.2000 00:00,"159,75","-79,68333"
MET 001041,H6,"11,6",2000,21403,01.01.2000 00:00,"159,75","-79,68333"
FRO 01011,H5,"11,6",2001,21404,01.01.2001 00:00,"160,53667","-72,96361"
MET 01152,H5,"11,6",2001,21405,01.01.2001 00:00,"159,75","-79,68333"
MET 01236,L5,"11,6",2001,21406,01.01.2001 00:00,"159,75","-79,68333"
MET 01243,H6,"11,6",2001,21407,01.01.2001 00:00,"159,75","-79,68333"
A-881640,L3,"11,59",1988,21408,01.01.1988 00:00,26,-72
GRV 021586,L5,"11,59",2003,21409,01.01.2003 00:00,"75,25556","-72,96194"
Y-791822,H5,"11,58",1979,21410,01.01.1979 00:00,"35,66667","-71,5"
Y-791930,H4,"11,58",1979,21411,01.01.1979 00:00,"35,66667","-71,5"
Y-792138,H4,"11,58",1979,21412,01.01.1979 00:00,"35,66667","-71,5"
Y-790579,LL,"11,57",1979,21413,01.01.1979 00:00,"35,66667","-71,5"
GRV 051621,L6,"11,57",2006,21414,01.01.2006 00:00,"75,3175","-72,78028"
Y-792505,Stone-uncl,"11,56",1979,21415,01.01.1979 00:00,"35,66667","-71,5"
HrDL 029,H6,"11,56",2008,21416,01.01.2008 00:00,"-117,26658","35,04568"
Y-790471,H5,"11,55",1979,21417,01.01.1979 00:00,"35,66667","-71,5"
Y-792785,LL4,"11,55",1979,21418,01.01.1979 00:00,"35,66667","-71,5"
QUE 02131,LL5,"11,55",2002,21419,01.01.2002 00:00,168,-84
FRO 03046,H5-6,"11,55",2003,21420,01.01.2003 00:00,"160,5225","-72,95217"
Y-74490,H6,"11,54",1974,21421,01.01.1974 00:00,"35,66667",0
Y-74493,H6,"11,54",1974,21422,01.01.1974 00:00,"35,66667",0
ALH 88080,H5,"11,54",1988,21423,01.01.1988 00:00,"159,33333","-76,71667"
A-881584,LL6,"11,32",1988,21540,01.01.1988 00:00,26,-72
Y-792066,Stone-uncl,"11,53",1979,21424,01.01.1979 00:00,"35,66667","-71,5"
Y-793379,LL6,"11,53",1979,21425,01.01.1979 00:00,"35,66667","-71,5"
Dho 1405,L~6,"11,53",2001,21426,01.01.2001 00:00,"54,77338","19,07152"
GRV 051745,L6,"11,53",2006,21427,01.01.2006 00:00,"75,3175","-72,77833"
Y-790064,LL,"11,52",1979,21428,01.01.1979 00:00,"35,66667","-71,5"
A-880210,Stone-uncl,"11,52",1988,21429,01.01.1988 00:00,26,-72
GRV 052041,L5,"11,52",2006,21430,01.01.2006 00:00,"75,31806","-72,77833"
A-881763,L6,"11,51",1988,21431,01.01.1988 00:00,26,-72
ALH 88084,L6,"11,51",1988,21432,01.01.1988 00:00,"159,33333","-76,71667"
Y-74581,H6,"11,5",1974,21433,01.01.1974 00:00,"35,66667",0
Y-74016,H6,"11,5",1974,21434,01.01.1974 00:00,"35,66667","-71,5"
ALHA78002,H6,"11,5",1978,21435,01.01.1978 00:00,"159,66667","-76,71667"
ALHA78211,H6,"11,5",1978,21436,01.01.1978 00:00,"159,66667","-76,71667"
Y-792809,L6,"11,5",1979,21437,01.01.1979 00:00,"35,66667","-71,5"
ALHA79042,H5,"11,5",1979,21438,01.01.1979 00:00,"159,365","-76,68917"
ALHA81255,H5,"11,5",1981,21439,01.01.1981 00:00,"159,38778","-76,69611"
ALHA81212,H4,"11,5",1981,21440,01.01.1981 00:00,"159,27753","-76,68038"
PCA 82523,H6,"11,5",1982,21441,01.01.1982 00:00,"-68,7","-85,63333"
EET 83250,CM2,"11,5",1983,21442,01.01.1983 00:00,"157,17611","-76,30361"
ALH 85093,L6,"11,5",1985,21443,01.01.1985 00:00,"156,53156","-76,91071"
LEW 86123,H4,"11,5",1986,21444,01.01.1986 00:00,"161,38703","-84,25773"
LEW 86192,H5,"11,5",1986,21445,01.01.1986 00:00,"161,34315","-84,25478"
LEW 86468,H5,"11,5",1986,21446,01.01.1986 00:00,"161,08333","-84,28333"
A-880660,L6,"11,5",1988,21447,01.01.1988 00:00,26,-72
LEW 88067,L6,"11,5",1988,21448,01.01.1988 00:00,"161,41543","-84,25265"
LEW 88690,H6,"11,5",1988,21449,01.01.1988 00:00,"161,40607","-84,27857"
LEW 88081,H5,"11,5",1988,21450,01.01.1988 00:00,"161,39776","-84,25214"
LEW 88718,L6,"11,5",1988,21451,01.01.1988 00:00,"161,35768","-84,2764"
LEW 88672,L6,"11,5",1988,21452,01.01.1988 00:00,"161,35724","-84,26652"
FRO 90201,H5-6,"11,5",1990,21453,01.01.1990 00:00,"160,44282","-72,95363"
EET 90212,H5,"11,5",1990,21454,01.01.1990 00:00,"156,49583","-76,26861"
EET 90044,CK5,"11,5",1990,21455,01.01.1990 00:00,"156,43656","-76,27068"
PCA 91185,L6,"11,5",1991,21456,01.01.1991 00:00,"-68,67116","-85,67738"
QUE 93468,H5,"11,5",1993,21457,01.01.1993 00:00,168,-84
QUE 93160,L5,"11,5",1993,21458,01.01.1993 00:00,"162,56828","-84,57589"
QUE 93117,H6,"11,5",1993,21459,01.01.1993 00:00,"162,56664","-84,57563"
QUE 93116,L5,"11,5",1993,21460,01.01.1993 00:00,"162,56315","-84,57586"
Sleeper Camp 019,CK4/5,"11,5",1993,21461,01.01.1993 00:00,"126,35","-30,10517"
QUE 94488,L5,"11,5",1994,21462,01.01.1994 00:00,168,-84
QUE 97333,LL5,"11,5",1997,21463,01.01.1997 00:00,168,-84
QUE 97915,L6,"11,5",1997,21464,01.01.1997 00:00,168,-84
QUE 99285,LL5,"11,5",1999,21465,01.01.1999 00:00,168,-84
QUE 99900,L5,"11,5",1999,21466,01.01.1999 00:00,168,-84
MET 001016,H5,"11,5",2000,21467,01.01.2000 00:00,"159,75","-79,68333"
MET 001018,H6,"11,5",2000,21468,01.01.2000 00:00,"159,75","-79,68333"
MET 001118,H5,"11,5",2000,21469,01.01.2000 00:00,"159,75","-79,68333"
FRO 01084,H3,"11,5",2001,21470,01.01.2001 00:00,"160,40417","-72,99083"
MET 01079,CM1,"11,5",2001,21471,01.01.2001 00:00,"159,75","-79,68333"
MET 01168,L5,"11,5",2001,21472,01.01.2001 00:00,"159,75","-79,68333"
MET 01180,H5,"11,5",2001,21473,01.01.2001 00:00,"159,75","-79,68333"
QUE 02172,L5,"11,5",2002,21474,01.01.2002 00:00,168,-84
PCA 02080,L6,"11,5",2002,21475,01.01.2002 00:00,"-68,7","-85,63333"
GRV 021511,H6,"11,5",2003,21476,01.01.2003 00:00,"75,32","-72,93528"
GRV 020168,H5,"11,5",2003,21477,01.01.2003 00:00,"75,26333","-72,97806"
El M̩dano 065,H5,"11,5",2011,21478,01.01.2011 00:00,"-70,53333","-24,85"
El M̩dano 140,H4/5,"11,5",2011,21479,01.01.2011 00:00,"-70,53333","-24,85"
Y-790425,H6,"11,48",1979,21480,01.01.1979 00:00,"35,66667","-71,5"
Y-792068,Stone-uncl,"11,48",1979,21481,01.01.1979 00:00,"35,66667","-71,5"
GRV 053704,L6,"11,48",2006,21482,01.01.2006 00:00,"75,28361","-72,78639"
GRV 054479,H5,"11,48",2006,21483,01.01.2006 00:00,"75,10028","-72,91611"
Y-81027,Diogenite,"11,47",1981,21484,01.01.1981 00:00,"35,66667","-71,5"
Y-86077,H4,"11,47",1986,21485,01.01.1986 00:00,"35,66667","-71,5"
ALH 88078,H6,"11,47",1988,21486,01.01.1988 00:00,"159,33333","-76,71667"
Y-75141,L6,"11,46",1975,21487,01.01.1975 00:00,"35,66667","-71,5"
GRV 051986,L6,"11,46",2006,21488,01.01.2006 00:00,"75,30333","-72,78139"
Y-791461,L6,"11,44",1979,21489,01.01.1979 00:00,"35,66667","-71,5"
Y-793581,C,"11,44",1979,21490,01.01.1979 00:00,"35,66667","-71,5"
GRV 021944,L6,"11,44",2003,21491,01.01.2003 00:00,"75,32222","-72,77639"
ALHA78083,H4,"11,43",1977,21492,01.01.1977 00:00,"159,66667","-76,71667"
Y-8340,L3.7,"11,43",1983,21493,01.01.1983 00:00,"35,66667","-71,5"
A-880413,Stone-uncl,"11,43",1988,21494,01.01.1988 00:00,26,-72
ALH 88082,H5-6,"11,43",1988,21495,01.01.1988 00:00,"159,33333","-76,71667"
MET 00915,LL6,"11,43",2000,21496,01.01.2000 00:00,"155,75","-79,68333"
Y-74566,H6,"11,4",1974,21497,01.01.1974 00:00,"35,66667",0
Y-74246,H5,"11,4",1974,21498,01.01.1974 00:00,"35,66667","-71,5"
Y-74265,H5,"11,4",1974,21499,01.01.1974 00:00,"35,66667","-71,5"
ALHA77043,L3.5,"11,4",1977,21500,01.01.1977 00:00,"159,66667","-76,71667"
Y-790811,LL6,"11,4",1979,21501,01.01.1979 00:00,"35,66667","-71,5"
Y-791072,Diogenite,"11,4",1979,21502,01.01.1979 00:00,"35,66667","-71,5"
ALH 84045,CM2,"11,4",1984,21503,01.01.1984 00:00,"157,07162","-77,03943"
ALH 85114,H5,"11,4",1985,21504,01.01.1985 00:00,"156,45274","-76,83682"
LEW 88427,L6,"11,4",1988,21505,01.01.1988 00:00,"161,44112","-84,24292"
LEW 88379,H5,"11,4",1988,21506,01.01.1988 00:00,"161,43169","-84,2384"
PCA 91341,H5,"11,4",1991,21507,01.01.1991 00:00,"-69,0804","-85,67706"
PCA 91099,L6,"11,4",1991,21508,01.01.1991 00:00,"-68,37116","-85,68766"
EET 92177,CR2,"11,4",1992,21509,01.01.1992 00:00,"156,0322","-76,04561"
EET 92077,H5,"11,4",1992,21510,01.01.1992 00:00,"156,03015","-76,03095"
EET 92133,L4,"11,4",1992,21511,01.01.1992 00:00,"155,85543","-76,01575"
LEW 93867,H6,"11,4",1993,21512,01.01.1993 00:00,"161,68888","-84,27378"
QUE 971023,H3.5,"11,4",1997,21513,01.01.1997 00:00,168,-84
QUE 99892,LL5,"11,4",1999,21514,01.01.1999 00:00,168,-84
GEO 99116,H6,"11,4",1999,21515,01.01.1999 00:00,"155,5","-82,5"
GEO 99119,H6,"11,4",1999,21516,01.01.1999 00:00,"155,5","-82,5"
MET 00996,LL6,"11,4",2000,21517,01.01.2000 00:00,"159,75","-79,68333"
MET 001112,H6,"11,4",2000,21518,01.01.2000 00:00,"159,75","-79,68333"
MET 001129,LL5,"11,4",2000,21519,01.01.2000 00:00,"159,75","-79,68333"
FRO 01013,H3,"11,4",2001,21520,01.01.2001 00:00,"160,40639","-72,98722"
MET 01189,LL5,"11,4",2001,21521,01.01.2001 00:00,"159,75","-79,68333"
Dho 1457,H~5,"11,4",2008,21522,01.01.2008 00:00,"54,41623","18,99842"
SJ 037,L5,"11,4",2009,21523,01.01.2009 00:00,"-69,880333","-25,439833"
FRO 10069,Ureilite,"11,4",2011,21524,01.01.2011 00:00,"160,44603","-72,9533"
Y-790008,L6,"11,39",1979,21525,01.01.1979 00:00,"35,66667","-71,5"
Y-791834,Eucrite-pmict,"11,39",1979,21526,01.01.1979 00:00,"35,66667","-71,5"
Y-81004,L6,"11,38",1981,21527,01.01.1981 00:00,"35,66667","-71,5"
Y-82076,L5,"11,38",1982,21528,01.01.1982 00:00,"35,66667","-71,5"
Y-86714,H5,"11,38",1986,21529,01.01.1986 00:00,"35,66667","-71,5"
Y-74510,H6,"11,37",1974,21530,01.01.1974 00:00,"35,66667",0
Y-790339,H4,"11,37",1979,21531,01.01.1979 00:00,"35,66667","-71,5"
Y-790435,H4,"11,37",1979,21532,01.01.1979 00:00,"35,66667","-71,5"
A-882088,L,"11,37",1988,21533,01.01.1988 00:00,26,-72
GRV 050036,L5,"11,37",2006,21534,01.01.2006 00:00,"75,21139","-72,99861"
ALH 88079,H5,"11,36",1988,21535,01.01.1988 00:00,"159,33333","-76,71667"
Y-82167,H4,"11,33",1982,21536,01.01.1982 00:00,"35,66667","-71,5"
A-881338,H4,"11,33",1988,21537,01.01.1988 00:00,26,-72
RaS 382,L6,"11,33",2010,21538,01.01.2010 00:00,"56,27632","20,13085"
Y-791443,L6,"11,32",1979,21539,01.01.1979 00:00,"35,66667","-71,5"
Y-74420,H6,"11,31",1974,21541,01.01.1974 00:00,"35,66667",0
Y-791794,H4,"11,31",1979,21542,01.01.1979 00:00,"35,66667","-71,5"
FRO 90203,H6,"11,31",1990,21543,01.01.1990 00:00,"160,54408","-72,95573"
ALHA78167,H6,"11,3",1977,21544,01.01.1977 00:00,"159,66667","-76,71667"
Y-792139,Stone-uncl,"11,3",1979,21545,01.01.1979 00:00,"35,66667","-71,5"
RKPA80248,LL6,"11,3",1980,21546,01.01.1980 00:00,"158,2172","-76,23599"
ALHA81227,H5,"11,3",1981,21547,01.01.1981 00:00,"159,3925","-76,69306"
ALH 84255,LL6,"11,3",1984,21548,01.01.1984 00:00,"156,93703","-76,9522"
ALH 85087,L6,"11,3",1985,21549,01.01.1985 00:00,"156,72064","-76,90266"
LEW 86469,H5,"11,3",1986,21550,01.01.1986 00:00,"161,67689","-84,27424"
LEW 86191,H5,"11,3",1986,21551,01.01.1986 00:00,"161,37906","-84,25709"
EET 87693,H6,"11,3",1987,21552,01.01.1987 00:00,"156,46539","-76,2683"
LEW 88412,H6,"11,3",1988,21553,01.01.1988 00:00,"161,43635","-84,23832"
LEW 88543,L6,"11,3",1988,21554,01.01.1988 00:00,"161,36982","-84,24892"
ALH 88077,H4,"11,3",1988,21555,01.01.1988 00:00,"159,33333","-76,71667"
EET 90975,L6,"11,3",1990,21556,01.01.1990 00:00,"156,43824","-76,27045"
EET 92186,LL6,"11,3",1992,21557,01.01.1992 00:00,"157,16667","-76,18333"
LEW 93881,H5,"11,3",1993,21558,01.01.1993 00:00,"161,41272","-84,26777"
QUE 94280,L5,"11,3",1994,21559,01.01.1994 00:00,168,-84
QUE 94535,Winonaite,"11,3",1994,21560,01.01.1994 00:00,168,-84
FRO 97053,H5,"11,3",1997,21561,01.01.1997 00:00,"160,47778","-72,95333"
GRA 98165,H6,"11,3",1998,21562,01.01.1998 00:00,"-141,5","-86,71667"
QUE 99079,L5,"11,3",1999,21563,01.01.1999 00:00,168,-84
Dho 255,H6,"11,3",2001,21564,01.01.2001 00:00,"54,38517","18,745"
FRO 01100,H4,"11,3",2001,21565,01.01.2001 00:00,"160,51167","-72,95167"
MET 01263,H6,"11,3",2001,21566,01.01.2001 00:00,"159,75","-79,68333"
TM 002,H6,"11,3",2001,21567,01.01.2001 00:00,"-117,60432","39,67357"
GRV 020021,LL4,"11,3",2002,21568,01.01.2002 00:00,"75,23306","-73,08639"
RdDL 028,H4,"11,3",2004,21569,01.01.2004 00:00,"-114,03452","35,6448"
Desert Willow,H4/5,"11,3",2007,21570,01.01.2007 00:00,"-111,077","32,319"
El M̩dano 139,H5,"11,3",2011,21571,01.01.2011 00:00,"-70,53333","-24,85"
Y-791468,H5,"11,29",1979,21572,01.01.1979 00:00,"35,66667","-71,5"
Y-792098,Stone-uncl,"11,29",1979,21573,01.01.1979 00:00,"35,66667","-71,5"
A-880055,L6,"11,29",1988,21574,01.01.1988 00:00,26,-72
A-880139,Stone-uncl,"11,29",1988,21575,01.01.1988 00:00,26,-72
GRV 99026,L3,"11,29",2000,21576,01.01.2000 00:00,"75,2","-73,08333"
Y-791165,H4,"11,28",1979,21577,01.01.1979 00:00,"35,66667","-71,5"
Y-792665,H4,"11,27",1979,21578,01.01.1979 00:00,"35,66667","-71,5"
A-881371,Angrite,"11,27",1988,21579,01.01.1988 00:00,26,-72
Y-790775,L6,"11,25",1979,21580,01.01.1979 00:00,"35,66667","-71,5"
QUE 02124,H6,"11,25",2002,21581,01.01.2002 00:00,168,-84
GRV 021726,L4,"11,24",2003,21582,01.01.2003 00:00,"75,28944","-72,79"
Y-791741,H4,"11,23",1979,21583,01.01.1979 00:00,"35,66667","-71,5"
Y-75121,L6,"11,21",1975,21585,01.01.1975 00:00,"35,66667","-71,5"
Y-792681,H4,"11,21",1979,21586,01.01.1979 00:00,"35,66667","-71,5"
Y-74203,H5,"11,2",1974,21587,01.01.1974 00:00,"35,66667","-71,5"
ALHA77141,H4,"11,2",1977,21588,01.01.1977 00:00,"159,66667","-76,71667"
ALHA78196,H4,"11,2",1978,21589,01.01.1978 00:00,"159,66667","-76,71667"
Y-792871,Stone-uncl,"11,2",1979,21590,01.01.1979 00:00,"35,66667","-71,5"
RKPA80252,L6,"11,2",1980,21591,01.01.1980 00:00,"158,40042","-76,21547"
ALHA81089,H5,"11,2",1981,21592,01.01.1981 00:00,"159,39194","-76,69306"
ALHA81215,H5,"11,2",1981,21593,01.01.1981 00:00,"159,28917","-76,71556"
LEW 88032,L5,"11,2",1988,21594,01.01.1988 00:00,"161,45952","-84,24692"
LEW 88694,H4,"11,2",1988,21595,01.01.1988 00:00,"161,39651","-84,27477"
LEW 88461,H6,"11,2",1988,21596,01.01.1988 00:00,"161,38358","-84,24909"
LEW 88363,H4,"11,2",1988,21597,01.01.1988 00:00,"161,38344","-84,25176"
EET 90306,L6,"11,2",1990,21598,01.01.1990 00:00,"156,47164","-76,28115"
PCA 91381,H5,"11,2",1991,21599,01.01.1991 00:00,"-69,02217","-85,68767"
EET 92132,H6,"11,2",1992,21600,01.01.1992 00:00,"155,96946","-76,02328"
QUE 93411,H5,"11,2",1993,21601,01.01.1993 00:00,168,-84
QUE 93412,H6,"11,2",1993,21602,01.01.1993 00:00,168,-84
QUE 93755,L6,"11,2",1993,21603,01.01.1993 00:00,168,-84
QUE 94734,CM2,"11,2",1994,21604,01.01.1994 00:00,168,-84
QUE 94744,L5,"11,2",1994,21605,01.01.1994 00:00,168,-84
WSG 95306,L6,"11,2",1995,21606,01.01.1995 00:00,"-165,43333","-86,45"
EET 96170,H5,"11,2",1996,21607,01.01.1996 00:00,"157,16667","-76,18333"
EET 96335,L5,"11,2",1996,21608,01.01.1996 00:00,"157,16667","-76,18333"
QUE 97230,LL5,"11,2",1997,21609,01.01.1997 00:00,168,-84
QUE 99556,H5,"11,2",1999,21610,01.01.1999 00:00,168,-84
QUE 99557,LL5,"11,2",1999,21611,01.01.1999 00:00,168,-84
MET 001051,H6,"11,2",2000,21612,01.01.2000 00:00,"159,75","-79,68333"
FRO 01117,H3/4,"11,2",2001,21613,01.01.2001 00:00,"160,52306","-72,97056"
Y-790750,Stone-uncl,"11,19",1979,21614,01.01.1979 00:00,"35,66667","-71,5"
A-881295,H4,"11,19",1988,21615,01.01.1988 00:00,26,-72
Y-74295,H5,"11,16",1974,21616,01.01.1974 00:00,"35,66667","-71,5"
A-87182,H4,"11,16",1987,21617,01.01.1987 00:00,26,-72
Y-791005,H5,"11,15",1979,21618,01.01.1979 00:00,"35,66667","-71,5"
Y-81076,L4,"11,15",1981,21619,01.01.1981 00:00,"35,66667","-71,5"
Y-790197,Stone-uncl,"11,14",1979,21620,01.01.1979 00:00,"35,66667","-71,5"
Y-82060,L5,"11,14",1982,21621,01.01.1982 00:00,"35,66667","-71,5"
Y-86099,H4,"11,14",1986,21622,01.01.1986 00:00,"35,66667","-71,5"
Y-86729,L6,"11,14",1986,21623,01.01.1986 00:00,"35,66667","-71,5"
ALH 88081,H5,"11,14",1988,21624,01.01.1988 00:00,"158,7338","-76,72249"
Y-791371,L6,"11,13",1979,21625,01.01.1979 00:00,"35,66667","-71,5"
ALHA78204,H5,"11,11",1977,21626,01.01.1977 00:00,"159,66667","-76,71667"
Y-790069,H4,"11,11",1979,21627,01.01.1979 00:00,"35,66667","-71,5"
Y-790476,H5,"11,11",1979,21628,01.01.1979 00:00,"35,66667","-71,5"
A-881523,H5,"11,11",1988,21629,01.01.1988 00:00,26,-72
Y-792916,L6,"11,1",1979,21630,01.01.1979 00:00,"35,66667","-71,5"
Y-794013,H4,"11,1",1979,21631,01.01.1979 00:00,"35,66667","-71,5"
RKPA80228,L5,"11,1",1980,21632,01.01.1980 00:00,"158,56194","-76,22384"
ALHA81275,H5,"11,1",1981,21633,01.01.1981 00:00,"159,36","-76,70361"
FRO 84025,H4,"11,1",1984,21634,01.01.1984 00:00,"160,47328","-72,95488"
LEW 86423,H5,"11,1",1986,21635,01.01.1986 00:00,"161,40492","-84,25499"
LEW 86187,H5,"11,1",1986,21636,01.01.1986 00:00,"161,37819","-84,25752"
LEW 86144,L3.2,"11,1",1986,21637,01.01.1986 00:00,"161,37743","-84,25638"
LEW 87072,L6,"11,1",1987,21638,01.01.1987 00:00,"161,38986","-84,25418"
LEW 88246,L4,"11,1",1988,21639,01.01.1988 00:00,"161,46594","-84,23484"
LEW 88416,LL6,"11,1",1988,21640,01.01.1988 00:00,"161,44746","-84,23734"
LEW 88540,H6,"11,1",1988,21641,01.01.1988 00:00,"161,40574","-84,25034"
LEW 88486,H5,"11,1",1988,21642,01.01.1988 00:00,"161,37585","-84,24922"
LEW 88118,L6,"11,1",1988,21643,01.01.1988 00:00,"161,37509","-84,25183"
ALH 88076,H5,"11,1",1988,21644,01.01.1988 00:00,"159,33333","-76,71667"
EET 90280,L6,"11,1",1990,21645,01.01.1990 00:00,"156,45676","-76,26737"
EET 90291,L6,"11,1",1990,21646,01.01.1990 00:00,"156,45602","-76,27142"
EET 90580,L6,"11,1",1990,21647,01.01.1990 00:00,"156,43861","-76,28581"
PCA 91164,H5,"11,1",1991,21648,01.01.1991 00:00,"-69,0493","-85,67713"
WIS 91609,H4,"11,1",1991,21649,01.01.1991 00:00,"-124,7495","-86,50015"
EET 92189,CR2,"11,1",1992,21650,01.01.1992 00:00,"156,01511","-76,04261"
QUE 93283,L6,"11,1",1993,21651,01.01.1993 00:00,168,-84
QUE 93563,L5,"11,1",1993,21652,01.01.1993 00:00,168,-84
QUE 93180,L5,"11,1",1993,21653,01.01.1993 00:00,"162,57204","-84,57542"
QUE 93342,L5,"11,1",1993,21654,01.01.1993 00:00,"162,12374","-84,60596"
LEW 93810,H5,"11,1",1993,21655,01.01.1993 00:00,"161,68488","-84,27395"
QUE 94302,LL5,"11,1",1994,21656,01.01.1994 00:00,168,-84
QUE 94538,L6,"11,1",1994,21657,01.01.1994 00:00,168,-84
QUE 94643,L6,"11,1",1994,21658,01.01.1994 00:00,168,-84
QUE 94644,H5,"11,1",1994,21659,01.01.1994 00:00,168,-84
QUE 99687,LL5,"11,1",1999,21660,01.01.1999 00:00,168,-84
TEN 00001,L6,"11,1",2000,21661,01.01.2000 00:00,"153,5","-80,25"
FRO 01088,Ureilite,"11,1",2001,21662,01.01.2001 00:00,"160,45528","-72,95222"
FRO 01083,H5-6,"11,1",2001,21663,01.01.2001 00:00,"160,40667","-72,98972"
O'Malley 003,H6,"11,1",2011,21664,01.01.2011 00:00,"131,33211","-30,98622"
El M̩dano 096,Acapulcoite,"11,1",2011,21665,01.01.2011 00:00,"-70,53333","-24,85"
GRV 022211,L5,"11,09",2003,21666,01.01.2003 00:00,"75,32083","-72,77833"
Y-793377,H6,"11,08",1979,21667,01.01.1979 00:00,"35,66667","-71,5"
GRV 050007,LL5,"11,08",2006,21668,01.01.2006 00:00,"75,222778","-73,088889"
